FECHA Y HORA,FECHA,HORA,LINEA,MOTIVO,DURACION
22/08/2019 17:44,22/08/19,17:44:03,E,Servicio con demora debido a un problema tecnico en una formacion,02:00:08
01/09/2019 19:46,01/09/19,19:46:03,E,Servicio con demora,01:56:08
19/07/2019 08:36,19/07/19,08:36:08,E,Interrumpida por medida de fuerza gremial,01:56:01
03/07/2019 12:26,03/07/19,12:26:11,E,Servicio con demora,01:53:58
21/09/2019 12:58,21/09/19,12:58:05,E,Servicio interrumpido debido a una causatecnica.,01:53:57
14/08/2019 08:40,14/08/19,08:40:05,E,Servicio interrumpido por medida de fuerza gremial,01:50:13
04/05/2019 09:10,04/05/19,09:10:03,E,Por obras vinculadas a la extension: Inicia servicio a las 8hs.,01:50:01
13/08/2019 10:50,13/08/19,10:50:05,E,Servicio con demora,01:48:05
10/12/2019 21:30,10/12/19,21:30:02,E,Servicio con demora debido a un problema tecnico,01:48:02
06/11/2019 23:20,06/11/19,23:20:04,E,Servicio con demora por una formacion detenida debido a una causa tecnica.,01:46:11
26/08/2019 09:52,26/08/19,09:52:08,E,Servicio con demora,01:46:01
02/09/2019 11:32,02/09/19,11:32:05,E,Servicio con demora,01:45:58
10/07/2019 19:08,10/07/19,19:08:04,E,Servicio con demora debido a un problema tecnico en una formacion,01:45:58
08/04/2019 10:20,08/04/19,10:20:03,E,Servicio con demora,01:44:05
07/09/2019 19:38,07/09/19,19:38:02,E,Servicio con demora debido a un problema tecnico en una formacion,01:44:02
11/09/2019 19:20,11/09/19,19:20:13,E,Servicio con demora,01:43:56
10/12/2019 16:56,10/12/19,16:56:11,E,Servicio con demora por una formacion detenida debido a una causa tecnica.,01:43:52
25/02/2019 15:08,25/02/19,15:08:03,E,Servicio con demora por obras de renovacion en zona de vias,01:42:09
27/08/2019 22:02,27/08/19,22:02:01,E,Servicio con demora,01:40:09
27/02/2019 11:34,27/02/19,11:34:05,E,Servicio con demora debido a un problema tecnico en una formacion,01:37:58
11/07/2019 09:08,11/07/19,09:08:02,E,Servicio con demora,01:34:04
03/10/2019 18:44,03/10/19,18:44:03,E,Servicio con demora,01:34:01
06/08/2019 19:58,06/08/19,19:58:09,E,Servicio con demora,01:33:56
08/08/2019 08:44,08/08/19,08:44:08,E,Interrumpida por medida de fuerza gremial,01:32:00
18/10/2019 21:00,18/10/19,21:00:11,E,Servicio con demora,01:31:54
22/08/2019 22:08,22/08/19,22:08:02,E,Servicio con demora,01:30:01
15/07/2019 21:32,15/07/19,21:32:10,E,Servicio con demora debido a un problema tecnico en una formacion,01:29:54
16/08/2019 14:44,16/08/19,14:44:15,E,Servicio limitado entre Pza. de los Virreyes y San Jose,01:29:47
05/09/2019 14:12,05/09/19,14:12:02,E,Servicio con demora debido a un problema tecnico en una formacion,01:28:06
11/07/2019 20:24,11/07/19,20:24:02,E,Servicio con demora debido a un problema tecnico en una formacion,01:28:00
30/08/2019 11:12,30/08/19,11:12:05,E,Servicio con demora,01:27:58
08/06/2019 14:12,08/06/19,14:12:10,E,Servicio limitado entre Retiro y Belgrano,01:27:55
20/08/2019 12:36,20/08/19,12:36:02,E,Servicio con demora,01:26:00
10/10/2019 19:08,10/10/19,19:08:02,E,Servicio con demora,01:22:08
28/06/2019 10:28,28/06/19,10:28:02,E,Servicio con demora debido a un problema tecnico en una formacion,01:22:01
01/01/2019 00:34,01/01/19,00:34:02,E,Servicio limitado entre Pza. de los Virreyes y San Jose,01:22:01
03/02/2019 20:28,03/02/19,20:28:03,E,Servicio con demora por obras de mejora,01:22:00
03/01/2019 13:30,03/01/19,13:30:04,E,Servicio limitado entre Pza. de los Virreyes y San Jose,01:21:59
25/09/2019 09:14,25/09/19,09:14:12,E,Servicio con demora debido a un problema tecnico,01:21:51
02/08/2019 17:38,02/08/19,17:38:16,E,Servicio con demora debido a un problema tecnico en una formacion,01:21:51
20/03/2019 10:34,20/03/19,10:34:02,E,Servicio con demora debido a un problema tecnico en una formacion,01:18:07
21/01/2019 12:28,21/01/19,12:28:02,E,Servicio con demora debido a un problema tecnico,01:18:01
29/04/2019 00:36,29/04/19,00:36:08,E,Por obras de extension: Ha finalizado su servicio.,01:18:00
02/08/2019 20:16,02/08/19,20:16:02,E,Servicio con demora,01:16:00
12/08/2019 15:26,12/08/19,15:26:02,E,Servicio con demora debido a un problema tecnico en una formacion,01:14:07
26/02/2019 22:04,26/02/19,22:04:05,E,Servicio con demora debido a un problema tecnico en una formacion,01:14:01
19/03/2019 12:00,19/03/19,12:00:03,E,Servicio limitado entre Pza. de los Virreyes y San Jose,01:14:01
19/06/2019 11:00,19/06/19,11:00:13,E,Servicio con demora debido a un problema tecnico en una formacion,01:12:01
02/05/2019 10:20,02/05/19,10:20:08,E,Servicio con demora debido a un problema tecnico,01:12:00
29/08/2019 11:26,29/08/19,11:26:02,E,Servicio con demora debido a un problema tecnico,01:10:08
02/02/2019 21:40,02/02/19,21:40:05,E,Servicio con demora,01:10:06
13/11/2019 20:52,13/11/19,20:52:07,E,Servicio con demora por una formacion detenida debido a una causa tecnica.,01:10:06
26/06/2019 11:26,26/06/19,11:26:10,E,Servicio con demora debido a un problema tecnico en una formacion,01:09:52
19/07/2019 19:34,19/07/19,19:34:02,E,Servicio con demora debido a un problema tecnico en una formacion,01:08:08
23/12/2019 17:10,23/12/19,17:10:04,E,Servicio con demora debido a un problema tecnico,01:08:05
16/07/2019 19:32,16/07/19,19:32:10,E,Servicio con demora debido a la atencion medicaa un usuario,01:08:01
17/01/2019 22:04,17/01/19,22:04:09,E,Servicio limitado entre Pza. de los Virreyes y San Jose,01:08:01
02/12/2019 10:12,02/12/19,10:12:04,E,Servicio con demora debido a un problema tecnico,01:08:00
11/09/2019 18:10,11/09/19,18:10:07,E,Servicio con demora debido a un problema tecnico en una formacion,01:07:56
01/04/2019 16:52,01/04/19,16:52:09,E,Servicio con demora,01:07:54
03/06/2019 15:22,03/06/19,15:22:14,E,Servicio con demora debido a un problema tecnico en una formacion,01:07:48
23/11/2019 21:22,23/11/19,21:22:08,E,Servicio con demora debido a un problema tecnico,01:06:10
25/09/2019 21:36,25/09/19,21:36:05,E,Servicio con demora,01:06:06
27/04/2019 02:03,27/04/19,02:03:58,E,Por obras de extension: Ha finalizado su servicio.,01:06:04
10/06/2019 14:06,10/06/19,14:06:11,E,Servicio con demora debido a un problema tecnico en una formacion,01:06:00
15/03/2019 10:44,15/03/19,10:44:09,E,Servicio con demora debido a un problema tecnico en una formacion,01:05:58
05/11/2019 22:00,05/11/19,22:00:16,E,Servicio con demora debido a un problema tecnico,01:03:56
23/11/2019 17:00,23/11/19,17:00:11,E,Servicio limitado entre las estaciones Correo Central y Plaza de los Virreyes,01:02:06
30/07/2019 22:24,30/07/19,22:24:02,E,Servicio con demora debido a un problema tecnico en una formacion,01:02:04
27/09/2019 21:32,27/09/19,21:32:02,E,Servicio con demora,01:02:00
10/09/2019 22:32,10/09/19,22:32:08,E,Servicio con demora debido a un problema tecnico en una formacion,01:01:57
07/03/2019 11:14,07/03/19,11:14:10,E,Servicio con demora debido a un problema tecnico en una formacion,01:01:52
05/09/2019 18:14,05/09/19,18:14:10,E,Servicio con demora debido a un problema tecnico en una formacion,01:01:52
30/05/2019 10:12,30/05/19,10:12:04,E,Servicio con demora debido a un problema tecnico en una formacion,01:00:07
10/04/2019 09:20,10/04/19,09:20:12,E,Servicio limitado entre Pza. de los Virreyes y San Jose,01:00:04
10/05/2019 09:34,10/05/19,09:34:02,E,Servicio con demora,01:00:01
02/01/2019 18:58,02/01/19,18:58:03,E,Servicio limitado entre Pza. de los Virreyes y San Jose,00:59:59
04/09/2019 21:36,04/09/19,21:36:11,E,Servicio con demora debido a un problema tecnico en una formacion,00:59:58
15/08/2019 19:36,15/08/19,19:36:08,E,Servicio con demora debido a un problema tecnico en una formacion,00:59:55
23/05/2019 15:46,23/05/19,15:46:02,E,Servicio limitado: Bolivar - Entre Rios por trabajos vinculados a la extension.,00:58:05
23/08/2019 09:14,23/08/19,09:14:02,E,Servicio con demora,00:58:01
23/10/2019 21:28,23/10/19,21:28:06,E,Servicio con demora debido a un problema tecnico,00:58:00
15/03/2019 18:00,15/03/19,18:00:11,E,Servicio con demora debido a un problema tecnico en una formacion,00:57:56
02/12/2019 15:54,02/12/19,15:54:17,E,Servicio con demora debido a un problema tecnico,00:56:09
04/10/2019 10:44,04/10/19,10:44:05,E,Servicio limitado entre las estaciones Plaza de los Virreyes y San Jose,00:56:05
16/10/2019 17:04,16/10/19,17:04:11,E,Servicio con demora debido a un problema tecnico,00:56:00
11/09/2019 22:18,11/09/19,22:18:05,E,Servicio con demora,00:55:59
24/07/2019 20:16,24/07/19,20:16:03,E,Servicio limitado entre Pza. de los Virreyes y San Jose,00:54:13
25/09/2019 20:40,25/09/19,20:40:02,E,Servicio con demora debido a un problema tecnico,00:54:10
26/08/2019 12:46,26/08/19,12:46:02,E,Servicio con demora debido a un problema tecnico en una formacion,00:54:07
04/10/2019 14:48,04/10/19,14:48:06,E,Servicio limitado entre las estaciones Plaza de los Virreyes y San Jose,00:54:07
29/08/2019 09:30,29/08/19,09:30:04,E,Servicio con demora,00:54:06
07/08/2019 22:14,07/08/19,22:14:02,E,Servicio con demora debido a un problema tecnico en una formacion,00:54:02
01/02/2019 12:48,01/02/19,12:48:09,E,Interrumpida por medida de fuerza gremial,00:54:00
05/12/2019 17:54,05/12/19,17:54:02,E,Servicio con demora,00:54:00
27/11/2019 11:22,27/11/19,11:22:04,E,Servicio con demora por una formacion detenida debido a una causa tecnica.,00:54:00
16/08/2019 13:48,16/08/19,13:48:02,E,Servicio interrumpido,00:54:00
29/05/2019 08:26,29/05/19,08:26:11,E,Servicio interrumpido por medida de fuerza gremial,00:53:51
22/11/2019 09:42,22/11/19,09:42:08,E,Servicio con demora por una formacion detenida debido a una causa tecnica.,00:52:09
28/03/2019 10:54,28/03/19,10:54:05,E,Servicio con demora,00:51:59
16/06/2019 23:48,16/06/19,23:48:12,E,Los trenes no se detienen en Emilio Mitre,00:51:56
03/12/2019 15:58,03/12/19,15:58:01,E,Servicio con demora debido a un problema tecnico,00:50:09
18/08/2019 11:12,18/08/19,11:12:02,E,Servicio limitado entre Pza. de los Virreyes y San Jose,00:50:06
05/07/2019 19:40,05/07/19,19:40:05,E,Servicio con demora debido a un problema tecnico,00:50:05
23/07/2019 22:10,23/07/19,22:10:07,E,Servicio con demora debido a un problema tecnico en una formacion,00:50:05
02/04/2019 00:18,02/04/19,00:18:04,E,Servicio con demora,00:50:04
04/05/2019 19:28,04/05/19,19:28:02,E,Servicio con demora,00:50:00
29/08/2019 08:36,29/08/19,08:36:10,E,Servicio limitado entre Pza. de los Virreyes y San Jose,00:49:59
12/09/2019 23:08,12/09/19,23:08:02,E,Servicio con demora debido a un problema tecnico en una formacion,00:48:06
18/06/2019 10:54,18/06/19,10:54:04,E,Servicio Limitado entre Retiro y Entre Rios,00:48:06
19/03/2019 20:04,19/03/19,20:04:02,E,Servicio con demora debido a un problema tecnico,00:48:01
11/02/2019 23:16,11/02/19,23:16:04,E,Servicio con demora debido a un problema tecnico en una formacion,00:47:58
24/07/2019 21:16,24/07/19,21:16:06,E,Servicio con demora,00:47:56
21/12/2019 14:52,21/12/19,14:52:04,E,Servicio con demora debido a un problema tecnico,00:46:07
08/10/2019 08:34,08/10/19,08:34:08,E,Servicio interrumpido debido a una causatecnica.,00:46:02
13/12/2019 18:48,13/12/19,18:48:05,E,Servicio con demora debido a un problema tecnico,00:45:59
06/02/2019 22:58,06/02/19,22:58:04,E,Servicio limitado entre Pza. de los Virreyes y San Jose,00:45:59
25/09/2019 17:36,25/09/19,17:36:06,E,Servicio con demora,00:45:57
10/05/2019 15:04,10/05/19,15:04:08,E,Servicio con demora debido a un problema tecnico en una formacion,00:45:56
26/10/2019 19:26,26/10/19,19:26:03,E,Servicio con demora,00:44:12
26/03/2019 17:56,26/03/19,17:56:10,E,Servicio limitado entre Pza. de los Virreyes y San Jose,00:44:02
22/06/2019 12:56,22/06/19,12:56:02,E,Servicio limitado Bolivar y P. de los Virreyes,00:44:00
21/05/2019 19:18,21/05/19,19:18:09,E,Servicio con demora debido a un problema tecnico en una formacion,00:43:55
04/02/2019 09:06,04/02/19,09:06:08,E,Servicio interrumpido,00:43:55
14/11/2019 23:22,14/11/19,23:22:10,E,Servicio con demora por una formacion detenida debido a una causa tecnica.,00:42:03
07/01/2019 17:04,07/01/19,17:04:02,E,Servicio con demora por obras de renovacion en zona de vias,00:42:02
06/03/2019 11:16,06/03/19,11:16:04,E,Servicio con demora,00:41:58
06/05/2019 13:18,06/05/19,13:18:10,E,Servicio con demora debido a un problema tecnico,00:41:53
23/08/2019 11:34,23/08/19,11:34:14,E,Servicio con demora,00:41:51
21/03/2019 14:34,21/03/19,14:34:14,E,Con demora por una formacion detenida debido a un problematecnico,00:41:49
10/04/2019 12:14,10/04/19,12:14:03,E,Servicio con demora,00:40:14
28/08/2019 21:38,28/08/19,21:38:02,E,Servicio con demora debido a la atencion medicaa un usuario,00:40:09
14/08/2019 01:12,14/08/19,01:12:05,E,InterrupciÃ?n debido a un problematecnico en una formacion,00:40:08
18/03/2019 10:32,18/03/19,10:32:02,E,Servicio con demora,00:40:07
14/12/2019 10:12,14/12/19,10:12:04,E,Servicio con demora,00:40:04
02/01/2019 20:44,02/01/19,20:44:07,E,Servicio con demora,00:40:03
10/12/2019 23:20,10/12/19,23:20:02,E,Servicio con demora,00:40:03
18/10/2019 20:16,18/10/19,20:16:09,E,Servicio limitado entre las estaciones Retiro y Entre Rios,00:40:02
02/04/2019 12:22,02/04/19,12:22:03,E,Servicio limitado entre Pza. de los Virreyes y San Jose,00:40:01
05/11/2019 23:36,05/11/19,23:36:03,E,Servicio con demora por procedimiento policial.,00:39:59
11/12/2019 23:14,11/12/19,23:14:05,E,Servicio con demora,00:39:56
01/04/2019 23:32,01/04/19,23:32:08,E,InterrupciÃ?n debido a un problematecnico en una formacion,00:39:54
20/12/2019 15:02,20/12/19,15:02:02,E,Servicio limitado entre Retiro - Bolivar y San Jose - Plaza de los Virreyes,00:38:19
24/07/2019 18:00,24/07/19,18:00:05,E,Servicio con demora debido a un problema tecnico en una formacion,00:38:06
06/07/2019 16:48,06/07/19,16:48:04,E,Servicio limitado Bolivar y P. de los Virreyes,00:38:01
26/05/2019 23:34,26/05/19,23:34:02,E,Servicio limitado entre Bolivar y Entre Rios,00:38:01
20/12/2019 15:46,20/12/19,15:46:04,E,Servicio con demora,00:37:58
14/06/2019 20:38,14/06/19,20:38:04,E,Servicio con demora,00:37:58
25/06/2019 21:40,25/06/19,21:40:12,E,Servicio con demora debido a un problema tecnico en una formacion,00:37:57
02/01/2019 20:02,02/01/19,20:02:09,E,InterrupciÃ?n debido a un problematecnico,00:37:54
08/06/2019 16:08,08/06/19,16:08:09,E,Servicio limitado entre Retiro y Belgrano,00:37:53
01/02/2019 12:00,01/02/19,12:00:15,E,InterrupciÃ?n debido a un problematecnico,00:37:52
17/01/2019 23:14,17/01/19,23:14:10,E,InterrupciÃ?n debido a un problematecnico en una formacion,00:37:52
28/06/2019 16:44,28/06/19,16:44:02,E,Servicio con demora debido a un problema tecnico en una formacion,00:36:09
27/09/2019 19:14,27/09/19,19:14:03,E,Servicio con demora,00:36:05
05/12/2019 16:14,05/12/19,16:14:02,E,Servicio con demora debido a un problema tecnico,00:36:03
16/08/2019 16:20,16/08/19,16:20:02,E,Servicio con demora,00:36:00
25/02/2019 13:56,25/02/19,13:56:10,E,Servicio con demora por obras de renovacion en zona de vias,00:36:00
22/08/2019 11:40,22/08/19,11:40:04,E,Servicio con demora,00:35:59
18/10/2019 19:38,18/10/19,19:38:10,E,Servicio interrumpido debido a una causatecnica.,00:35:52
14/12/2019 09:30,14/12/19,09:30:14,E,Servicio limitado entre las estaciones Correo Central y Plaza de los Virreyes,00:35:50
27/11/2019 12:18,27/11/19,12:18:19,E,Servicio con demora debido a un problema tecnico,00:35:45
22/09/2019 11:06,22/09/19,11:06:04,E,Servicio interrumpido,00:34:08
23/05/2019 16:48,23/05/19,16:48:02,E,Servicio limitado: Bolivar - Entre Rios por trabajos vinculados a la extension.,00:34:07
18/10/2019 22:34,18/10/19,22:34:04,E,Servicio con demora debido a un problema tecnico,00:34:06
28/11/2019 17:18,28/11/19,17:18:09,E,Servicio limitado entre las estaciones Retiro y Avenida La Plata,00:34:04
22/07/2019 13:10,22/07/19,13:10:05,E,Servicio con demora,00:34:02
20/01/2019 11:36,20/01/19,11:36:02,E,Servicio con demora debido a un problema tecnico en una formacion,00:34:02
19/05/2019 14:36,19/05/19,14:36:01,E,Servicio con demora,00:34:01
24/06/2019 10:14,24/06/19,10:14:10,E,Servicio con demora debido a un problema tecnico en una formacion,00:34:01
10/09/2019 11:54,10/09/19,11:54:10,E,Servicio Limitado entre Retiro y Entre Rios,00:33:59
30/10/2019 21:58,30/10/19,21:58:12,E,Servicio con demora con destino a P. de los Virreyes debido a una causa tecnica,00:33:57
14/08/2019 16:34,14/08/19,16:34:09,E,Servicio con demora,00:33:56
31/10/2019 18:16,31/10/19,18:16:06,E,Servicio con demora,00:33:56
02/07/2019 21:12,02/07/19,21:12:09,E,Servicio con demora debido a un problema tecnico en una formacion,00:33:55
23/05/2019 12:44,23/05/19,12:44:10,E,Servicio con demora,00:33:52
13/08/2019 10:14,13/08/19,10:14:11,E,Servicio con demora debido a un problema tecnico en una formacion,00:33:52
31/10/2019 20:10,31/10/19,20:10:03,E,Servicio con demora debido a un problema tecnico,00:32:12
07/03/2019 12:58,07/03/19,12:58:02,E,Servicio con demora debido a un problema tecnico en una formacion,00:32:08
14/05/2019 10:30,14/05/19,10:30:03,E,Servicio con demora,00:32:05
01/11/2019 11:24,01/11/19,11:24:12,E,Servicio limitado entre las estaciones Retiro y Avenida La Plata,00:32:01
11/12/2019 16:24,11/12/19,16:24:03,E,Servicio con demora por causas ajenas a la empresa,00:31:59
15/07/2019 20:02,15/07/19,20:02:05,E,Servicio con demora,00:31:57
01/01/2019 19:20,01/01/19,19:20:08,E,Servicio limitado entre Pza. de los Virreyes y San Jose,00:31:54
27/05/2019 11:18,27/05/19,11:18:10,E,Servicio con demora por trabajos vinculados a la extension de la linea,00:31:52
05/09/2019 11:44,05/09/19,11:44:11,E,Servicio con demora debido a un problema tecnico,00:31:51
29/10/2019 21:20,29/10/19,21:20:17,E,Servicio con demora con destino a P. de los Virreyes debido a una causa tecnica,00:31:48
19/11/2019 16:20,19/11/19,16:20:35,E,Servicio con demora por una formacion detenida debido a una causa tecnica.,00:31:29
07/11/2019 13:32,07/11/19,13:32:04,E,Servicio limitado entre las estaciones Retiro y Avenida La Plata,00:30:11
18/03/2019 19:42,18/03/19,19:42:03,E,Servicio con demora debido a un problema tecnico,00:30:06
12/06/2019 23:16,12/06/19,23:16:05,E,InterrupciÃ?n debido a un problematecnico en una formacion,00:30:04
07/11/2019 14:06,07/11/19,14:06:03,E,Servicio con demora,00:30:04
24/02/2019 11:28,24/02/19,11:28:02,E,InterrupciÃ?n debido a un problematecnico en una formacion,00:30:02
02/02/2019 09:16,02/02/19,09:16:02,E,Servicio limitado entre Pza. de los Virreyes y San Jose,00:30:01
12/07/2019 16:38,12/07/19,16:38:09,E,Servicio con demora debido a un problema tecnico en una formacion,00:29:53
27/06/2019 21:40,27/06/19,21:40:12,E,Servicio con demora debido a un problema tecnico en una formacion,00:29:52
14/10/2019 10:04,14/10/19,10:04:09,E,Servicio limitado entre las estaciones Plaza de los Virreyes y San Jose,00:29:52
30/10/2019 14:38,30/10/19,14:38:15,E,Servicio con demora por una formacion detenida debido a una causa tecnica.,00:29:51
30/12/2019 12:32,30/12/19,12:32:02,E,Servicio con demora por una formacion detenida debido a una causa tecnica.,00:28:10
18/06/2019 11:48,18/06/19,11:48:05,E,Servicio con demora,00:28:08
20/11/2019 23:12,20/11/19,23:12:09,E,Servicio con demora por causas operativas.,00:28:08
06/02/2019 23:48,06/02/19,23:48:02,E,Servicio con demora,00:28:07
01/03/2019 08:24,01/03/19,08:24:02,E,Servicio limitado entre Belgrano y Virreyes por operativo de seguridad en lavia publica,00:28:02
20/01/2019 11:04,20/01/19,11:04:02,E,InterrupciÃ?n debido a un problematecnico en una formacion,00:28:00
17/05/2019 13:56,17/05/19,13:56:03,E,Servicio con demora debido a un problema tecnico en una formacion,00:28:00
22/11/2019 21:38,22/11/19,21:38:20,E,Servicio con demora por una formacion detenida debido a una causa tecnica.,00:27:57
20/05/2019 00:18,20/05/19,00:18:04,E,Servicio limitado entre Pza. de los Virreyes y San Jose,00:27:57
09/04/2019 18:52,09/04/19,18:52:10,E,Servicio con demora debido a la atencion medicaa un usuario,00:27:54
25/01/2019 21:26,25/01/19,21:26:09,E,Servicio con demora debido a un problema tecnico en una formacion,00:27:53
18/03/2019 18:54,18/03/19,18:54:10,E,Servicio con demora debido a un problema tecnico en una formacion,00:27:52
30/10/2019 21:30,30/10/19,21:30:04,E,Servicio con demora debido a un problema tecnico,00:26:08
26/12/2019 19:18,26/12/19,19:18:04,E,Servicio con demora por una formacion detenida debido a una causa tecnica.,00:26:06
03/06/2019 08:54,03/06/19,08:54:05,E,Servicio limitado entre Bolivar y Entre Rios,00:26:06
05/11/2019 12:18,05/11/19,12:18:03,E,Servicio con demora,00:26:05
25/03/2019 11:38,25/03/19,11:38:09,E,Servicio con demora debido a un problema tecnico en una formacion,00:26:00
22/05/2019 15:58,22/05/19,15:58:09,E,Servicio con demora debido a un problema tecnico en una formacion,00:25:59
29/06/2019 09:36,29/06/19,09:36:10,E,Servicio Limitado entre Retiro y Entre Rios,00:25:58
18/06/2019 12:46,18/06/19,12:46:09,E,Servicio con demora,00:25:56
06/04/2019 13:00,06/04/19,13:00:08,E,Servicio con demora,00:25:56
16/10/2019 16:36,16/10/19,16:36:10,E,Servicio con demora debido a un problema tecnico,00:25:52
28/11/2019 17:58,28/11/19,17:58:21,E,Servicio con demora,00:25:51
27/05/2019 22:18,27/05/19,22:18:02,E,Servicio con demora debido a un problema tecnico en una formacion,00:24:08
11/02/2019 20:12,11/02/19,20:12:02,E,Servicio con demora debido a un problema tecnico en una formacion,00:24:05
27/03/2019 11:26,27/03/19,11:26:04,E,Servicio con demora,00:24:02
06/12/2019 21:22,06/12/19,21:22:09,E,Servicio con demora,00:24:01
24/09/2019 15:22,24/09/19,15:22:09,E,Servicio limitado entre las estaciones Plaza de los Virreyes y San Jose,00:24:01
15/10/2019 19:24,15/10/19,19:24:09,E,Servicio interrumpido,00:23:59
18/03/2019 20:40,18/03/19,20:40:05,E,Servicio con demora debido a un problema tecnico en una formacion,00:23:58
19/09/2019 14:40,19/09/19,14:40:06,E,Servicio con demora debido a un problema tecnico en una formacion,00:23:56
08/06/2019 15:42,08/06/19,15:42:07,E,InterrupciÃ?n debido a un problematecnico,00:23:55
28/06/2019 11:52,28/06/19,11:52:10,E,Servicio con demora,00:23:54
12/06/2019 23:48,12/06/19,23:48:09,E,Servicio limitado Bolivar y P. de los Virreyes,00:23:53
30/01/2019 22:16,30/01/19,22:16:13,E,Servicio con demora,00:23:50
17/07/2019 10:06,17/07/19,10:06:02,E,Servicio con demora debido a un problema tecnico en una formacion,00:22:09
08/03/2019 11:22,08/03/19,11:22:02,E,Servicio con demora debido a un problema tecnico en una formacion,00:22:09
10/05/2019 09:08,10/05/19,09:08:02,E,InterrupciÃ?n debido a un problematecnico en una formacion,00:22:08
18/06/2019 12:18,18/06/19,12:18:06,E,Servicio limitado Bolivar y P. de los Virreyes,00:22:08
11/12/2019 22:48,11/12/19,22:48:10,E,Servicio limitado entre Bolivar - Retiro y Boedo - Plaza de los Virreyes,00:22:03
02/04/2019 11:58,02/04/19,11:58:08,E,Servicio con demora por obras de mejora,00:22:02
05/05/2019 14:56,05/05/19,14:56:09,E,Servicio limitado entre Pza. de los Virreyes y San Jose,00:22:01
12/06/2019 12:56,12/06/19,12:56:02,E,Servicio con demora debido a un problema tecnico,00:22:00
13/02/2019 21:20,13/02/19,21:20:08,E,Servicio con demora debido a un problema tecnico en una formacion,00:22:00
26/07/2019 14:32,26/07/19,14:32:09,E,Con demora por una formacion detenida debido a un problematecnico,00:21:59
12/07/2019 12:36,12/07/19,12:36:03,E,Servicio con demora,00:21:59
19/03/2019 13:20,19/03/19,13:20:04,E,Servicio con demora,00:21:58
20/08/2019 16:32,20/08/19,16:32:04,E,Servicio con demora,00:21:58
19/03/2019 19:18,19/03/19,19:18:09,E,Servicio con demora debido a un problema tecnico en una formacion,00:21:54
08/11/2019 00:18,08/11/19,00:18:02,E,Los trenes no se detienen en la estacion Pichincha,00:20:12
29/06/2019 11:26,29/06/19,11:26:02,E,Servicio Limitado entre Retiro y Entre Rios,00:20:07
07/02/2019 09:26,07/02/19,09:26:02,E,Servicio con demora debido a un problema tecnico en una formacion,00:20:05
12/08/2019 16:42,12/08/19,16:42:03,E,Servicio con demora,00:20:03
27/02/2019 18:50,27/02/19,18:50:05,E,Servicio con demora debido a un problema tecnico,00:20:03
15/07/2019 19:38,15/07/19,19:38:09,E,Servicio Limitado entre Retiro y Entre Rios,00:20:01
12/11/2019 12:28,12/11/19,12:28:04,E,Servicio con demora,00:20:00
03/05/2019 11:30,03/05/19,11:30:02,E,Servicio con demora debido a un problema tecnico,00:20:00
30/10/2019 20:24,30/10/19,20:24:09,E,Servicio con demora debido a un problema tecnico,00:20:00
05/04/2019 17:54,05/04/19,17:54:04,E,Servicio con demora debido a un problema tecnico en una formacion,00:19:59
11/10/2019 10:34,11/10/19,10:34:04,E,Servicio con demora debido a un problema tecnico,00:19:58
24/05/2019 17:04,24/05/19,17:04:08,E,Servicio limitado entre Bolivar y Entre Rios,00:19:56
20/03/2019 13:28,20/03/19,13:28:07,E,Con demora por una formacion detenida debido a un problematecnico,00:19:55
07/08/2019 16:38,07/08/19,16:38:10,E,Servicio con demora debido a un problema tecnico en una formacion,00:19:55
28/06/2019 21:18,28/06/19,21:18:11,E,Servicio limitado entre Pza. de los Virreyes y San Jose,00:19:53
21/10/2019 15:42,21/10/19,15:42:02,E,Servicio con demora por una formacion detenida debido a una causa tecnica.,00:18:12
03/09/2019 21:56,03/09/19,21:56:02,E,Servicio con demora,00:18:07
29/06/2019 10:08,29/06/19,10:08:04,E,Servicio con demora,00:18:03
31/10/2019 17:54,31/10/19,17:54:03,E,Servicio limitado entre las estaciones Correo Central y Plaza de los Virreyes,00:18:03
28/06/2019 21:44,28/06/19,21:44:02,E,Servicio con demora,00:18:01
14/05/2019 08:54,14/05/19,08:54:09,E,Servicio con demora por obras de mejora,00:18:00
05/12/2019 17:32,05/12/19,17:32:04,E,Servicio limitado entre Bolivar - Retiro y Boedo - Plaza de los Virreyes,00:18:00
11/07/2019 08:34,11/07/19,08:34:03,E,InterrupciÃ?n debido a un problematecnico en una formacion,00:17:59
27/09/2019 23:20,27/09/19,23:20:04,E,Servicio limitado entre las estaciones Retiro y Entre Rios,00:17:59
31/10/2019 13:48,31/10/19,13:48:15,E,Servicio con demora con destino a Retiro,00:17:57
27/09/2019 21:06,27/09/19,21:06:11,E,Servicio con demora debido a un problema tecnico,00:17:57
10/05/2019 18:50,10/05/19,18:50:10,E,Servicio con demora debido a un problema tecnico en una formacion,00:17:54
25/10/2019 10:42,25/10/19,10:42:12,E,Servicio con demora por una formacion detenida debido a una causa tecnica.,00:17:54
19/07/2019 10:38,19/07/19,10:38:10,E,Servicio con demora,00:17:53
31/05/2019 13:40,31/05/19,13:40:12,E,Servicio con demora debido a un problema tecnico en una formacion,00:17:50
05/10/2019 12:12,05/10/19,12:12:01,E,Servicio con demora,00:16:07
08/06/2019 13:50,08/06/19,13:50:02,E,Servicio limitado entre Retiro y Belgrano por arrollamiento de persona,00:16:07
